Study_ID,physical,mental,money,education,career,social,spiritual,family,societal,other,t1commit,t1confident,t1effort,t1selfcontrol,t2status,t2commit,t2confident,t2effort,t2selfcontrol,t3status,t3commit,t3confident,t3effort,t3selfcontrol,t4status,t2lastworked,t2progress,t2conflict,t2forget,t2money,t2motivation,t2othersfail,t2othersknow,t2othersrely,t2time,t2unpleasant,t3lastworked,t3progress,t3conflict,t3forget,t3money,t3motivation,t3othersfail,t3othersknow,t3othersrely,t3time,t3unpleasant,t4progress,objcode,t4achieve,t4success,t4thoughtquit,t4recesses,t4feltfail,measure,apps,resolution,NumRes,inhib,init,cont,selfcontrol,gritty,disengagement,consc,impulse,selfesteem,t2break,t2active,t2notstarted,t2letgo,t3break,t3active,t3notstarted,t3letgo,t3completed,t4break,t4active,t4notstarted,t4letgo,t4completed
319,1,0,0,0,0,1,0,0,0,0,5,5,5,5,Not currently working but plan to,4,4,4,2,Not currently working but plan to,2,2,3,5,Achieved and maintaining,1,79,1,2,1,1,1,4,1,2,1,8,12,2,5,1,4,2,5,2,2,2,73,2,4,4,2,3,2,5,2,2,3,3.2857142857,2.4285714286,3.3333333333,3,3.5833333333,2.8333333333,3.3333333333,11,18,1,0,0,0,1,0,0,0,0,0,0,0,0,1
319,0,1,0,0,0,1,0,1,1,0,5,5,5,5,Active resolution,4,4,4,4,Achieved and maintaining,5,5,5,4,Achieved and maintaining,5,59,2,3,1,3,2,4,2,2,1,1,100,1,1,3,1,5,5,1,4,1,100,2,5,5,1,1,1,5,1,3,3,3.2857142857,2.4285714286,3.3333333333,3,3.5833333333,2.8333333333,3.3333333333,11,18,0,1,0,0,0,0,0,0,1,0,0,0,0,1
320,0,1,0,0,1,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,5,,2,36,2,1,1,4,5,5,2,5,1,2,65,1,1,1,4,5,5,1,5,1,,3,,,,,,,1,1,1,3.4285714286,2.7142857143,3.3333333333,3.15,3.1666666667,2.9166666667,2.7777777778,5,21,0,1,0,0,0,1,0,0,0,,,,,
321,1,1,0,0,0,0,0,0,0,0,3,4,2,5,Active resolution,3,3,3,5,Active resolution,5,4,4,5,Achieved and maintaining,2,15,2,4,4,5,5,3,2,5,4,2,48,2,1,1,5,4,5,2,5,3,92,3,5,4,1,2,3,5,2,1,3,3.8571428571,3.5714285714,3.6666666667,3.7,3.25,3.3333333333,4.2222222222,8,25,0,1,0,0,0,1,0,0,0,0,0,0,0,1
321,1,1,1,0,0,1,0,1,1,0,4,4,5,5,Active resolution,5,5,4,5,Active resolution,3,2,3,5,Not currently working but plan to,1,41,4,1,3,5,5,4,4,5,4,1,30,2,1,3,4,3,3,2,4,5,21,3,1,2,4,5,5,4,2,2,3,3.8571428571,3.5714285714,3.6666666667,3.7,3.25,3.3333333333,4.2222222222,8,25,0,1,0,0,0,1,0,0,0,1,0,0,0,0
321,0,1,1,0,0,1,1,1,0,0,5,5,4,3,Have not started working but plan to,3,3,2,5,Achieved and maintaining,4,4,5,3,Achieved and maintaining,3,10,4,5,2,3,4,4,4,5,5,4,79,1,2,1,4,5,5,1,5,5,47,2,3,4,3,4,5,4,2,3,3,3.8571428571,3.5714285714,3.6666666667,3.7,3.25,3.3333333333,4.2222222222,8,25,0,0,1,0,0,0,0,0,1,0,0,0,0,1
322,1,1,0,0,0,0,0,1,0,0,5,5,5,5,Active resolution,5,5,4,1,Active resolution,5,5,4,1,Active resolution,3,35,1,1,1,1,3,3,1,1,1,7,44,1,1,1,1,1,1,1,1,1,79,3,4,4,1,5,4,4,1,1,5,5,4.8571428571,4.5,4.8,4.9166666667,2,5,10,35,0,1,0,0,0,1,0,0,0,0,1,0,0,0
322,0,0,0,0,0,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,2,Achieved and maintaining,5,5,5,1,Achieved and maintaining,3,40,1,1,2,1,1,1,1,1,1,3,100,1,1,1,1,1,1,1,1,1,100,2,5,5,1,1,1,5,1,2,5,5,4.8571428571,4.5,4.8,4.9166666667,2,5,10,35,0,1,0,0,0,0,0,0,1,0,0,0,0,1
322,0,0,1,0,0,0,0,0,0,0,5,4,3,5,Active resolution,5,5,3,5,Active resolution,4,5,4,5,Active resolution,7,19,1,1,1,1,4,2,1,1,1,7,28,1,3,1,4,1,1,1,1,1,33,2,2,2,1,5,5,5,2,3,5,5,4.8571428571,4.5,4.8,4.9166666667,2,5,10,35,0,1,0,0,0,1,0,0,0,0,1,0,0,0
322,1,0,0,0,0,0,0,0,0,0,5,4,5,5,Active resolution,5,5,5,4,Active resolution,5,5,5,5,Achieved and maintaining,4,43,1,1,2,1,4,4,1,1,1,3,73,1,1,5,1,3,5,1,1,1,100,2,5,5,1,1,1,5,1,4,5,5,4.8571428571,4.5,4.8,4.9166666667,2,5,10,35,0,1,0,0,0,1,0,0,0,0,0,0,0,1
322,1,0,0,0,0,0,0,0,0,0,5,4,5,5,Active resolution,5,5,5,1,Active resolution,5,5,5,5,Active resolution,2,37,1,1,1,1,4,4,1,1,1,2,72,1,1,1,1,5,5,1,1,1,47,2,3,3,1,5,5,4,1,5,5,5,4.8571428571,4.5,4.8,4.9166666667,2,5,10,35,0,1,0,0,0,1,0,0,0,0,1,0,0,0
323,0,1,1,1,1,0,0,1,0,0,5,5,5,5,Active resolution,5,5,5,5,Not currently working but plan to,5,4,5,4,Active resolution,2,39,1,1,3,1,5,5,1,3,1,7,31,1,3,5,1,3,3,1,3,1,61,3,3,3,1,1,1,3,1,1,3,3.8571428571,5,5,4.6,4.8333333333,1,5,12,37,0,1,0,0,1,0,0,0,0,0,1,0,0,0
323,1,1,0,0,0,0,0,0,0,0,5,5,,5,Active resolution,1,1,1,5,Active resolution,5,5,5,5,Not currently working but plan to,1,39,1,1,1,2,5,5,1,1,1,1,46,1,1,3,1,5,5,1,2,1,16,2,2,1,1,5,5,1,1,2,3,3.8571428571,5,5,4.6,4.8333333333,1,5,12,37,0,1,0,0,0,1,0,0,0,1,0,0,0,0
323,1,1,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,1,1,1,5,Active resolution,5,4,4,5,Active resolution,,59,1,1,1,1,5,5,1,1,1,1,33,1,1,3,1,5,5,1,1,1,44,3,3,3,1,1,1,3,1,3,3,3.8571428571,5,5,4.6,4.8333333333,1,5,12,37,0,1,0,0,0,1,0,0,0,0,1,0,0,0
324,1,1,1,0,1,0,0,1,1,0,5,5,5,5,Active resolution,5,1,5,5,Active resolution,5,2,5,5,Active resolution,4,11,3,1,5,4,1,5,3,3,1,2,29,5,1,3,1,5,5,5,3,5,33,2,2,2,1,5,5,5,3,1,2,5,5,5,5,4.8333333333,3.25,4.5555555556,12,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0
324,1,1,1,0,1,1,0,1,1,0,5,5,5,5,Active resolution,5,5,5,1,Not currently working but plan to,3,4,2,2,Active resolution,4,76,1,1,3,1,5,5,1,2,1,7,4,5,1,4,1,5,5,5,2,1,50,3,1,5,1,5,5,5,1,2,2,5,5,5,5,4.8333333333,3.25,4.5555555556,12,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0
325,1,0,1,0,0,0,0,0,0,0,5,3,5,5,Active resolution,5,5,5,5,Active resolution,5,4,5,5,,1,65,1,1,1,5,4,5,1,5,3,7,15,1,1,1,5,3,3,1,5,5,,3,,,,,,,1,1,3,3.4285714286,2.7142857143,3.5,3.2,3.1666666667,1.25,3.6666666667,12,37,0,1,0,0,0,1,0,0,0,,,,,
325,1,1,1,0,0,0,0,0,0,0,5,4,5,4,Not currently working but plan to,5,3,1,5,"Thrown in the towel, not currently working dont plan to",1,1,1,3,,7,0,5,3,1,1,5,5,5,5,1,8,0,5,1,2,1,5,3,5,5,1,,3,,,,,,,2,2,3,3.4285714286,2.7142857143,3.5,3.2,3.1666666667,1.25,3.6666666667,12,37,1,0,0,0,0,0,0,1,0,,,,,
325,1,1,1,0,0,0,0,0,0,0,5,4,5,5,Active resolution,5,5,5,3,Active resolution,5,4,5,3,,1,77,1,1,1,1,5,5,1,3,1,1,49,1,1,1,1,5,3,1,3,3,,3,,,,,,,2,3,3,3.4285714286,2.7142857143,3.5,3.2,3.1666666667,1.25,3.6666666667,12,37,0,1,0,0,0,1,0,0,0,,,,,
326,0,0,1,0,0,0,0,1,0,0,5,5,5,5,Not currently working but plan to,5,3,3,5,Not currently working but plan to,3,1,2,4,Active resolution,6,0,1,2,1,2,3,5,1,1,1,7,1,2,1,5,1,1,3,2,5,1,0,3,1,1,1,1,5,5,2,1,3,3.7142857143,2.8571428571,3.6666666667,3.4,3.5833333333,2.1666666667,4.3333333333,11,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0
326,1,0,0,0,0,0,0,0,0,0,4,5,3,5,Active resolution,3,5,4,5,Achieved and maintaining,5,5,5,5,Achieved and maintaining,2,49,1,3,1,3,2,5,1,,1,2,89,1,1,1,2,3,5,1,1,1,100,2,5,5,1,3,2,5,2,2,3,3.7142857143,2.8571428571,3.6666666667,3.4,3.5833333333,2.1666666667,4.3333333333,11,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1
326,1,1,0,0,0,0,0,1,0,0,3,5,2,5,Not currently working but plan to,1,3,1,5,Active resolution,2,1,1,5,Active resolution,7,0,1,4,2,5,3,5,1,5,3,5,3,1,5,1,5,4,5,1,5,2,0,2,1,1,1,5,5,5,2,3,3,3.7142857143,2.8571428571,3.6666666667,3.4,3.5833333333,2.1666666667,4.3333333333,11,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0
327,0,0,1,0,1,0,0,0,0,0,5,5,5,5,Active resolution,5,3,5,5,,,,,,Active resolution,2,75,1,1,1,2,1,4,1,5,2,,,,,,,,,,,,72,3,3,3,1,2,5,4,1,1,3,3.1428571429,3.8571428571,4.3333333333,3.75,3.75,1.3333333333,5,8,37,0,1,0,0,,,,,,0,1,0,0,0
327,1,1,0,0,0,0,0,1,0,0,3,2,3,2,Not currently working but plan to,2,2,2,5,,,,,,"Thrown in the towel, not currently working dont plan to",3,25,4,5,3,5,1,5,4,2,5,,,,,,,,,,,,9,2,1,1,5,5,5,5,,2,3,3.1428571429,3.8571428571,4.3333333333,3.75,3.75,1.3333333333,5,8,37,1,0,0,0,,,,,,0,0,0,1,0
327,0,1,0,0,0,1,1,0,0,0,3,3,1,5,Have not started working dont plan to,1,1,1,5,,,,,,Active resolution,7,8,1,5,1,5,1,1,1,4,3,,,,,,,,,,,,7,2,1,1,5,5,5,5,3,3,3,3.1428571429,3.8571428571,4.3333333333,3.75,3.75,1.3333333333,5,8,37,0,0,0,1,,,,,,0,1,0,0,0
328,0,0,0,0,1,0,0,0,0,0,5,4,3,4,Not currently working but plan to,2,5,3,2,Active resolution,3,2,2,1,Not currently working but plan to,4,8,1,1,1,3,5,3,1,2,1,1,16,1,2,1,4,4,1,1,4,2,23,3,1,1,2,4,2,5,1,1,1,2.7142857143,2.8571428571,3,2.85,2.9166666667,3.4166666667,3.7777777778,10,28,1,0,0,0,0,1,0,0,0,1,0,0,0,0
329,1,1,0,0,0,0,0,0,0,0,3,3,2,4,Have not started working but plan to,2,3,1,5,Active resolution,4,4,4,3,Not currently working but plan to,8,0,1,1,2,4,5,1,1,1,2,1,34,1,1,2,2,4,1,1,3,2,7,2,2,2,2,5,4,5,2,1,2,4.7142857143,5,4.6666666667,4.8,4.9166666667,2.1666666667,5,12,40,0,0,1,0,0,1,0,0,0,1,0,0,0,0
329,0,0,1,0,1,0,0,0,0,0,4,2,3,3,Active resolution,3,3,3,3,Active resolution,2,2,2,3,Active resolution,1,6,1,1,1,3,4,2,1,3,3,3,7,2,2,5,3,3,1,2,4,3,31,3,1,3,1,2,4,1,2,2,2,4.7142857143,5,4.6666666667,4.8,4.9166666667,2.1666666667,5,12,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0
330,1,1,0,0,0,0,0,0,0,0,5,4,4,4,Active resolution,5,4,5,4,Active resolution,5,4,5,4,Achieved and maintaining,1,47,1,2,2,4,3,3,1,3,3,2,67,1,2,3,3,3,4,1,4,3,85,2,3,4,5,5,5,4,1,1,2,3.2857142857,3.5714285714,3,3.3,3.1666666667,2.75,3.8888888889,11,29,0,1,0,0,0,1,0,0,0,0,0,0,0,1
330,1,0,0,0,0,0,0,0,0,0,4,4,4,3,Active resolution,5,4,4,2,Active resolution,5,5,5,3,Achieved and maintaining,1,64,1,3,4,2,2,2,1,1,2,1,76,1,2,4,3,2,3,1,1,2,94,2,4,4,3,4,4,4,2,2,2,3.2857142857,3.5714285714,3,3.3,3.1666666667,2.75,3.8888888889,11,29,0,1,0,0,0,1,0,0,0,0,0,0,0,1
331,1,0,0,0,0,0,1,0,0,1,5,5,5,5,Active resolution,5,5,5,3,,,,,,,1,72,1,1,1,2,3,3,1,2,1,,,,,,,,,,,,,3,,,,,,,1,1,3,4.8571428571,5,4.6666666667,4.85,4,1.6666666667,4.8888888889,12,37,0,1,0,0,,,,,,,,,,
331,0,0,0,0,0,0,0,0,0,1,5,5,5,5,Active resolution,4,5,2,4,,,,,,,7,15,2,1,1,1,3,3,2,4,1,,,,,,,,,,,,,3,,,,,,,1,2,3,4.8571428571,5,4.6666666667,4.85,4,1.6666666667,4.8888888889,12,37,0,1,0,0,,,,,,,,,,
331,1,1,0,0,0,0,1,0,0,0,5,5,5,5,Active resolution,5,5,5,5,,,,,,,1,100,1,1,1,1,3,3,1,3,1,,,,,,,,,,,,,3,,,,,,,1,3,3,4.8571428571,5,4.6666666667,4.85,4,1.6666666667,4.8888888889,12,37,0,1,0,0,,,,,,,,,,
332,,,,,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,5,3.4285714286,3.2857142857,3,3.25,2.6666666667,3,3.6666666667,7,24,,,,,,,,,,,,,,
332,,,,,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,5,3.4285714286,3.2857142857,3,3.25,2.6666666667,3,3.6666666667,7,24,,,,,,,,,,,,,,
332,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,5,3.4285714286,3.2857142857,3,3.25,2.6666666667,3,3.6666666667,7,24,,,,,,,,,,,,,,
332,,,,,,,,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,5,3.4285714286,3.2857142857,3,3.25,2.6666666667,3,3.6666666667,7,24,,,,,,,,,,,,,,
332,,,,,,,,,,,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,5,3.4285714286,3.2857142857,3,3.25,2.6666666667,3,3.6666666667,7,24,,,,,,,,,,,,,,
333,0,0,0,0,0,0,0,1,0,0,5,5,5,1,Active resolution,5,5,5,1,,,,,,,3,81,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,2,,,,,,,2,1,1,3.4285714286,2.8571428571,3,3.1,3.1666666667,3.1666666667,3.2222222222,10,35,0,1,0,0,,,,,,,,,,
334,1,0,0,0,0,0,1,0,0,0,4,5,3,3,,,,,,Active resolution,5,4,3,4,,,,,,,,,,,,,1,39,1,2,1,3,1,1,1,3,2,,2,,,,,,,,1,4,3,3,3.8333333333,3.25,4.0833333333,2.25,4.4444444444,11,39,,,,,0,1,0,0,0,,,,,
334,0,1,1,0,1,0,0,0,0,0,5,5,3,5,,,,,,Active resolution,5,4,4,4,,,,,,,,,,,,,2,58,1,1,3,2,4,4,1,5,1,,3,,,,,,,,2,4,3,3,3.8333333333,3.25,4.0833333333,2.25,4.4444444444,11,39,,,,,0,1,0,0,0,,,,,
334,0,1,1,0,1,1,0,0,0,0,5,5,3,5,,,,,,Achieved and maintaining,5,5,5,5,,,,,,,,,,,,,1,87,1,1,4,2,3,3,1,5,2,,3,,,,,,,,3,4,3,3,3.8333333333,3.25,4.0833333333,2.25,4.4444444444,11,39,,,,,0,0,0,0,1,,,,,
334,1,1,0,0,0,0,1,0,0,0,3,4,2,5,,,,,,Active resolution,4,4,3,5,,,,,,,,,,,,,2,49,1,1,4,2,1,1,1,3,2,,3,,,,,,,,4,4,3,3,3.8333333333,3.25,4.0833333333,2.25,4.4444444444,11,39,,,,,0,1,0,0,0,,,,,
335,1,1,1,0,0,1,1,1,1,0,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,5,5,5,5,Achieved and maintaining,1,100,1,1,1,1,5,5,1,1,1,1,95,1,1,4,2,5,5,1,2,1,100,3,5,5,1,1,1,5,2,1,1,4.8571428571,4.8571428571,4,4.6,3.9166666667,2.1666666667,5,12,37,0,1,0,0,0,0,0,0,1,0,0,0,0,1
336,1,0,0,0,0,0,0,0,0,0,5,4,4,3,Active resolution,5,5,5,4,Active resolution,5,4,4,4,Active resolution,1,32,1,1,2,3,3,5,1,3,2,2,26,2,1,1,2,2,3,2,3,2,13,2,2,2,2,3,3,3,1,1,1,4,4.2857142857,4.1666666667,4.15,4.9166666667,1.9166666667,4.3333333333,12,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0
337,1,0,1,0,0,1,0,0,0,0,5,5,4,5,Active resolution,4,5,4,5,Active resolution,3,3,2,4,Achieved and maintaining,2,77,1,2,2,4,4,4,1,2,3,3,2,1,3,1,4,4,4,1,3,3,95,2,4,3,3,4,4,5,2,1,3,3.8571428571,3.5714285714,3.5,3.65,3.3333333333,2.6666666667,3.8888888889,12,20,0,1,0,0,0,1,0,0,0,0,0,0,0,1
337,1,1,0,0,0,0,0,0,0,0,5,4,3,5,Active resolution,4,4,4,4,Have not started working but plan to,4,4,2,5,Have not started working but plan to,2,81,1,1,2,4,4,4,1,3,2,7,0,1,4,1,5,4,4,1,4,3,0,2,1,1,4,5,5,4,2,2,3,3.8571428571,3.5714285714,3.5,3.65,3.3333333333,2.6666666667,3.8888888889,12,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0
337,0,0,1,0,0,1,0,1,0,0,5,4,5,4,Active resolution,5,4,4,5,Active resolution,5,5,4,3,Active resolution,1,93,2,1,1,4,1,1,2,5,4,1,27,1,1,1,3,4,4,1,4,2,15,2,2,2,1,1,5,5,1,3,3,3.8571428571,3.5714285714,3.5,3.65,3.3333333333,2.6666666667,3.8888888889,12,20,0,1,0,0,0,1,0,0,0,0,1,0,0,0
338,1,0,0,0,0,1,0,0,0,0,4,4,4,5,Active resolution,4,4,2,4,Active resolution,4,3,4,4,Active resolution,7,18,4,1,2,4,1,1,4,2,2,1,65,1,2,1,4,5,1,1,1,4,19,2,1,1,3,4,5,5,2,1,1,3,2.7142857143,3.5,3.05,3.5833333333,3.25,4,5,16,0,1,0,0,0,1,0,0,0,0,1,0,0,0
339,0,0,1,0,1,1,0,0,0,0,3,2,2,3,Not currently working but plan to,3,3,3,2,,,,,,,1,54,3,3,3,3,4,3,3,3,3,,,,,,,,,,,,,2,,,,,,,1,1,1,2.5714285714,3.1428571429,2.6666666667,2.8,3.25,2.8333333333,3.3333333333,8,25,1,0,0,0,,,,,,,,,,
340,0,0,1,0,0,0,0,0,0,0,5,5,5,4,Active resolution,5,4,5,4,Active resolution,5,5,5,4,Active resolution,1,30,1,1,5,2,3,5,1,5,3,1,63,2,1,5,1,4,5,2,5,5,42,3,1,1,1,1,1,5,2,1,3,5,5,5,5,4.5833333333,3.8333333333,5,11,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0
340,1,0,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,1,42,1,1,2,2,5,5,1,3,2,1,75,1,1,2,3,5,5,1,5,3,100,1,5,5,1,1,1,5,2,2,3,5,5,5,5,4.5833333333,3.8333333333,5,11,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
340,0,0,0,1,0,0,0,0,0,0,5,5,5,3,Active resolution,5,5,5,3,Active resolution,5,5,5,1,Active resolution,1,55,1,1,1,1,5,5,1,3,1,1,55,1,1,1,1,4,5,1,5,1,67,2,4,4,1,1,1,5,1,3,3,5,5,5,5,4.5833333333,3.8333333333,5,11,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0
341,1,0,0,0,0,0,0,0,0,0,5,4,5,5,Active resolution,5,4,4,3,Active resolution,4,3,4,5,Not currently working but plan to,3,11,1,1,1,3,1,1,1,2,2,3,34,1,2,1,5,1,1,1,3,4,60,3,2,3,1,5,5,5,1,1,2,4.2857142857,4.8571428571,4.1666666667,4.45,3.6666666667,3.5833333333,5,10,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0
341,1,1,0,0,0,0,0,0,0,0,5,5,5,5,Not currently working but plan to,5,5,1,1,Active resolution,2,1,2,4,"Thrown in the towel, not currently working dont plan to",7,0,1,1,1,2,1,1,1,2,1,4,14,3,4,1,2,1,1,3,4,2,30,3,2,2,4,5,5,5,2,2,2,4.2857142857,4.8571428571,4.1666666667,4.45,3.6666666667,3.5833333333,5,10,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0
342,0,0,1,1,1,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,4,,,,,,,3,69,1,1,4,1,3,1,1,3,1,,,,,,,,,,,,,3,,,,,,,1,1,5,3.8571428571,4.1428571429,4,4,3.4166666667,2.8333333333,4.3333333333,11,12,0,1,0,0,,,,,,,,,,
342,1,1,0,0,0,0,0,0,0,0,4,4,3,5,Active resolution,5,5,5,5,,,,,,,2,65,1,1,2,2,3,5,1,1,3,,,,,,,,,,,,,2,,,,,,,2,2,5,3.8571428571,4.1428571429,4,4,3.4166666667,2.8333333333,4.3333333333,11,12,0,1,0,0,,,,,,,,,,
342,0,0,1,0,0,0,0,0,0,0,4,4,5,5,Not currently working but plan to,5,3,5,2,,,,,,,6,40,1,1,5,1,1,2,1,3,1,,,,,,,,,,,,,3,,,,,,,1,3,5,3.8571428571,4.1428571429,4,4,3.4166666667,2.8333333333,4.3333333333,11,12,1,0,0,0,,,,,,,,,,
342,0,1,0,0,0,1,0,1,0,0,3,4,3,4,Active resolution,5,5,5,1,,,,,,,2,90,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,2,,,,,,,1,4,5,3.8571428571,4.1428571429,4,4,3.4166666667,2.8333333333,4.3333333333,11,12,0,1,0,0,,,,,,,,,,
342,1,1,0,0,0,0,1,0,0,0,5,4,4,4,Active resolution,5,5,5,5,,,,,,,1,84,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,1,5,5,3.8571428571,4.1428571429,4,4,3.4166666667,2.8333333333,4.3333333333,11,12,0,1,0,0,,,,,,,,,,
343,1,1,0,0,0,0,0,0,0,0,5,4,4,4,Active resolution,5,5,5,4,Not currently working but plan to,3,4,3,5,,5,22,1,3,2,4,1,3,1,4,3,7,57,2,4,2,4,4,4,2,3,2,,3,,,,,,,2,1,2,4,3,2.8333333333,3.3,3.25,3.9166666667,3.8888888889,12,29,0,1,0,0,1,0,0,0,0,,,,,
343,0,1,0,0,0,0,0,0,0,0,4,3,3,4,Active resolution,5,5,5,5,"Thrown in the towel, not currently working dont plan to",1,1,1,3,,7,49,1,1,5,1,4,4,1,1,2,7,11,4,1,5,1,4,3,4,4,1,,2,,,,,,,2,2,2,4,3,2.8333333333,3.3,3.25,3.9166666667,3.8888888889,12,29,0,1,0,0,0,0,0,1,0,,,,,
344,1,0,0,0,0,0,0,0,0,0,5,5,5,5,Active resolution,5,5,5,4,Active resolution,4,4,4,4,Not currently working but plan to,2,63,2,1,1,2,2,3,2,2,1,4,47,1,2,1,3,3,1,1,1,1,77,2,4,4,1,3,3,5,2,1,1,5,5,5,5,5,1,5,12,40,0,1,0,0,0,1,0,0,0,1,0,0,0,0
345,1,0,1,0,0,0,0,0,0,1,3,4,3,5,Active resolution,4,3,3,5,Active resolution,5,3,4,5,Active resolution,3,12,1,3,1,4,4,4,1,3,2,3,60,1,1,3,1,4,4,1,2,3,50,2,3,2,1,4,4,4,2,1,3,4.4285714286,4.5714285714,4.3333333333,4.45,3.9166666667,3.1666666667,4.5555555556,11,37,0,1,0,0,0,1,0,0,0,0,1,0,0,0
345,0,0,1,0,0,0,0,0,0,0,5,3,4,4,Active resolution,5,3,5,4,Not currently working but plan to,3,2,2,3,Not currently working but plan to,2,33,1,1,2,1,3,3,1,4,1,6,27,4,4,1,3,3,2,4,5,1,16,3,2,3,1,4,2,5,1,2,3,4.4285714286,4.5714285714,4.3333333333,4.45,3.9166666667,3.1666666667,4.5555555556,11,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0
345,1,1,0,0,0,0,0,0,0,0,5,4,5,5,Active resolution,5,5,5,4,Achieved and maintaining,5,5,5,5,Achieved and maintaining,1,77,1,1,3,1,2,2,1,3,1,2,98,1,1,4,1,2,3,1,3,1,100,2,5,5,1,1,1,3,1,3,3,4.4285714286,4.5714285714,4.3333333333,4.45,3.9166666667,3.1666666667,4.5555555556,11,37,0,1,0,0,0,0,0,0,1,0,0,0,0,1
346,0,1,0,1,0,0,1,0,0,0,5,5,1,3,Have not started working but plan to,5,5,1,1,Have not started working but plan to,5,5,1,2,Not currently working but plan to,7,15,1,4,1,3,5,1,1,4,1,7,51,1,4,1,2,5,3,1,3,1,7,1,1,1,1,5,5,5,2,1,2,4.4285714286,4,4.8333333333,4.4,4.25,2.1666666667,4.6666666667,11,35,0,0,1,0,0,0,1,0,0,1,0,0,0,0
346,0,1,1,0,1,0,1,0,0,0,5,5,3,5,Active resolution,5,5,4,4,Achieved and maintaining,5,5,4,5,Achieved and done,1,100,1,1,1,3,5,5,1,4,1,2,100,1,1,1,3,5,1,1,5,1,100,3,5,5,1,5,1,2,1,2,2,4.4285714286,4,4.8333333333,4.4,4.25,2.1666666667,4.6666666667,11,35,0,1,0,0,0,0,0,0,1,0,0,0,0,1
347,0,1,0,0,0,0,0,0,0,0,5,5,5,2,Active resolution,5,5,4,3,Not currently working but plan to,2,2,1,2,,3,26,1,2,4,4,2,3,1,3,1,7,24,1,4,4,4,1,2,1,3,1,,3,,,,,,,2,1,3,3.4285714286,3.1428571429,4,3.5,3.3333333333,2,4.1111111111,11,35,0,1,0,0,1,0,0,0,0,,,,,
347,1,0,0,0,0,0,0,0,0,0,5,4,4,5,Active resolution,5,5,4,4,Achieved and maintaining,5,5,3,4,,1,100,1,1,4,4,5,5,1,3,1,1,100,1,1,3,4,3,3,1,3,2,,2,,,,,,,2,2,3,3.4285714286,3.1428571429,4,3.5,3.3333333333,2,4.1111111111,11,35,0,1,0,0,0,0,0,0,1,,,,,
347,1,0,0,0,0,0,0,0,0,0,5,5,5,4,Active resolution,5,4,5,5,Active resolution,4,4,4,4,,2,7,1,3,1,5,3,2,1,2,2,2,64,1,4,1,5,3,3,1,4,2,,2,,,,,,,2,3,3,3.4285714286,3.1428571429,4,3.5,3.3333333333,2,4.1111111111,11,35,0,1,0,0,0,1,0,0,0,,,,,
348,1,1,1,0,1,1,1,1,0,0,4,4,5,3,Have not started working but plan to,4,3,2,4,,,,,,Active resolution,7,2,2,3,1,2,2,2,2,4,3,,,,,,,,,,,,21,1,2,2,2,4,5,3,2,1,5,3.5714285714,2.7142857143,4,3.4,3.4166666667,2.3333333333,3.7777777778,9,25,0,0,1,0,,,,,,0,1,0,0,0
348,0,0,1,0,1,0,0,0,0,0,5,4,5,3,Active resolution,5,3,2,5,,,,,,Have not started working dont plan to,5,4,2,3,2,1,4,2,2,4,2,,,,,,,,,,,,6,1,1,2,2,1,4,2,3,2,5,3.5714285714,2.7142857143,4,3.4,3.4166666667,2.3333333333,3.7777777778,9,25,0,1,0,0,,,,,,0,0,0,1,0
